,Movie_title,Audience_review,Critic_review,Runtime,Distributor,Covered,Actors,Producer,Cinematography,Editing,Music
4514,The Gay Divorcee,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",107.0,0,1.0,0,0,0,0,0
4516,The Secret of the Sword,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",91.0,0,1.0,0,0,0,0,0
4518,Thank You for Smoking,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",92.0,0,1.0,0,0,0,1,1
4520,American Dreamz,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",107.0,1,1.0,0,0,1,0,0
4522,Twelve and Holding,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",95.0,1,0.0,0,0,0,0,0
4523,The Break-Up,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",105.0,1,1.0,1,0,1,0,0
4524,The Omen,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",111.0,1,1.0,0,0,0,0,0
4525,Garfield: A Tail of Two Kitties,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",80.0,1,1.0,0,0,0,1,1
4526,Waist Deep,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",87.0,0,1.0,0,0,1,0,0
4529,Roadside Prophets,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",96.0,0,1.0,0,0,0,1,0
4536,Caddyshack,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",98.0,1,1.0,0,0,0,0,0
4538,Stay Alive,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",85.0,1,1.0,0,0,0,0,1
4540,The Notorious Bettie Page,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",91.0,0,1.0,0,0,0,0,0
4541,Stick It,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",103.0,1,1.0,1,0,1,0,0
4542,X-Men: The Last Stand,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",104.0,1,1.0,0,0,0,1,1
4543,The Fast and the Furious: Tokyo Drift,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",104.0,1,0.0,0,1,0,0,1
4547,Kabhi Alvida Naa Kehna,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",192.0,0,1.0,0,0,0,0,1
4549,Church Ball,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",91.0,0,0.0,0,0,0,0,0
4552,Abbott and Costello Meet Frankenstein,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",83.0,1,1.0,0,0,0,0,0
4556,Star Wars: Episode VI - Return of the Jedi,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",132.0,1,0.0,0,0,0,0,1
4557,Lucky Number Slevin,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",110.0,0,0.0,0,0,0,0,0
4558,The Wild,"0       49
1       79
2       64
3       26
4       37
5       80
6       59
7       92
8       84
9       90
10      75
11      86
12      72
13      55
14      68
15      85
16      51
17      30
18      80
19      81
20      69
21      87
22      91
23      61
24      94
25      23
26      77
27      52
28      53
29      75
        ..
1464    56
1465    71
1466    61
1467    23
1468    36
1469     0
1470    77
1471    78
1472    91
1473    67
1474    33
1475    42
1476    73
1477    72
1478    43
1479    39
1480    33
1481    85
1482    47
1483     0
1484    87
1485    62
1486    57
1487    97
1488    69
1489    57
1490    49
1491    83
1492    57
1493    60
Name: Audience_review, Length: 1494, dtype: int64","0        45
1        69
2        39
3         9
4        29
5        88
6         6
7        93
8       100
9       100
10      100
11       88
12       79
13       20
14       63
15       79
16       63
17        6
18       88
19       78
20       14
21       96
22       98
23      100
24       96
25        9
26       82
27       44
28        7
29       81
       ... 
1464     63
1465     82
1466     75
1467     40
1468      0
1469     40
1470     41
1471     77
1472     60
1473     11
1474     20
1475     50
1476     71
1477     88
1478      9
1479     71
1480    100
1481     80
1482     33
1483     90
1484     72
1485     38
1486     60
1487    100
1488    100
1489     56
1490     66
1491     90
1492     88
1493     67
Name: Critic_review, Length: 1494, dtype: int64",82.0,1,1.0,0,0,0,0,1
